State_Name,Year,Month,Day_of_Week,Time_of_Day,Accident_Severity,Number_of_Vehicles_Involved,Vehicle_Type_Involved,Number_of_Casualties,Number_of_Fatalities,Weather_Conditions,Road_Type,Road_Condition,Lighting_Conditions,Traffic_Control_Presence,Speed_Limit ,Driver_Age,Driver_Gender,Driver_License_Status,Alcohol_Involvement,Accident_Location_Details,Age_group
Manipur,2022,April,Sunday,12:56,Minor,1,Truck,8,0,Hazy,Village Road,Dry,Dark,Signals,61,29,Male,Valid,Yes,Curve,21-30
Odisha,2022,January,Thursday,07:51,Fatal,5,Two-Wheeler,10,2,Hazy,State Highway,Damaged,Dark,Signals,50,33,Male,Expired,No,Intersection,30-50
Puducherry,2020,December,Sunday,19:38,Serious,4,Car,4,0,Stormy,National Highway,Wet,Daylight,Signs,85,26,Female,Valid,No,Intersection,21-30
Mizoram,2019,March,Monday,08:13,Fatal,5,Truck,1,1,Rainy,Village Road,Under Construction,Dark,Signs,39,52,Female,Expired,No,Intersection,50-60
Odisha,2023,March,Tuesday,14:28,Minor,4,Truck,6,0,Hazy,Village Road,Dry,Daylight,Police Checkpost,34,53,Female,Valid,Yes,Bridge,50-60
Chhattisgarh,2021,May,Saturday,17:07,Fatal,2,Two-Wheeler,6,0,Foggy,National Highway,Wet,Daylight,Signals,40,27,Female,Expired,Yes,Intersection,21-30
Jammu and Kashmir,2019,October,Thursday,14:47,Serious,3,Pedestrian,0,3,Clear,State Highway,Wet,Dark,Signs,96,32,Female,Valid,No,Straight Road,30-50
Tamil Nadu,2020,March,Thursday,11:18,Minor,2,Truck,3,2,Hazy,National Highway,Damaged,Dusk,Police Checkpost,115,54,Male,Valid,No,Curve,50-60
Tripura,2023,January,Saturday,19:52,Fatal,5,Cycle,10,5,Hazy,National Highway,Dry,Daylight,Police Checkpost,35,55,Female,Valid,No,Straight Road,50-60
Punjab,2019,May,Saturday,11:21,Fatal,4,Two-Wheeler,3,5,Hazy,Village Road,Damaged,Dawn,Signals,66,18,Female,Expired,No,Bridge,18-21
Manipur,2018,December,Sunday,17:19,Minor,5,Bus,1,3,Hazy,Village Road,Wet,Dawn,Police Checkpost,34,42,Male,Valid,No,Intersection,30-50
Puducherry,2019,May,Monday,19:01,Serious,3,Auto-Rickshaw,8,0,Foggy,Village Road,Damaged,Dark,Signals,99,43,Male,Expired,Yes,Curve,30-50
West Bengal,2023,January,Tuesday,01:53,Serious,4,Truck,5,0,Hazy,National Highway,Dry,Dawn,Signals,73,19,Female,Valid,Yes,Bridge,18-21
Chandigarh,2021,February,Wednesday,21:34,Fatal,4,Pedestrian,4,0,Clear,State Highway,Damaged,Dawn,Signs,46,70,Male,Valid,Yes,Intersection,71-80
Manipur,2020,October,Wednesday,04:01,Minor,3,Car,0,1,Stormy,Urban Road,Under Construction,Dawn,Signals,98,66,Female,Valid,Yes,Bridge,60-70
Tripura,2023,July,Saturday,07:12,Fatal,1,Truck,5,0,Rainy,State Highway,Dry,Dawn,Police Checkpost,34,42,Female,Expired,Yes,Straight Road,30-50
Meghalaya,2021,June,Wednesday,17:22,Serious,1,Pedestrian,0,5,Rainy,National Highway,Dry,Dark,Signals,79,23,Female,Expired,Yes,Curve,21-30
Haryana,2020,August,Sunday,15:30,Minor,1,Auto-Rickshaw,3,3,Clear,Village Road,Damaged,Dawn,Police Checkpost,70,27,Male,Valid,Yes,Intersection,21-30
Meghalaya,2020,December,Thursday,23:40,Fatal,5,Cycle,9,0,Stormy,Urban Road,Dry,Dawn,Signs,103,56,Female,Valid,No,Curve,50-60
Goa,2021,June,Monday,01:18,Minor,1,Car,7,2,Hazy,State Highway,Wet,Dark,Signals,41,26,Male,Expired,Yes,Curve,21-30
Goa,2023,March,Wednesday,22:59,Minor,4,Two-Wheeler,2,3,Rainy,Village Road,Wet,Dawn,Police Checkpost,63,58,Female,Expired,Yes,Intersection,50-60
Tamil Nadu,2022,November,Friday,19:19,Serious,3,Auto-Rickshaw,1,0,Foggy,National Highway,Dry,Dawn,Police Checkpost,61,48,Male,Valid,No,Bridge,30-50
Uttar Pradesh,2020,August,Friday,05:52,Serious,3,Auto-Rickshaw,10,3,Stormy,Village Road,Wet,Dawn,Signals,97,63,Male,Valid,No,Bridge,60-70
Uttarakhand,2019,June,Wednesday,21:12,Minor,5,Auto-Rickshaw,1,4,Stormy,National Highway,Under Construction,Dark,Police Checkpost,115,48,Female,Valid,Yes,Curve,30-50
Jammu and Kashmir,2019,January,Tuesday,18:58,Serious,5,Pedestrian,2,4,Rainy,Urban Road,Wet,Dark,Signals,70,53,Male,Valid,No,Curve,50-60
Goa,2018,February,Tuesday,07:25,Minor,3,Truck,5,2,Clear,National Highway,Under Construction,Dusk,Police Checkpost,65,59,Female,Valid,No,Curve,50-60
Puducherry,2022,April,Thursday,16:24,Minor,3,Car,10,3,Rainy,National Highway,Under Construction,Dusk,Signals,99,28,Female,Expired,No,Intersection,21-30
Sikkim,2022,May,Monday,15:38,Minor,5,Bus,5,0,Hazy,Village Road,Damaged,Dawn,Signs,102,48,Female,Expired,No,Curve,30-50
Uttarakhand,2022,June,Sunday,15:11,Minor,1,Truck,1,0,Rainy,National Highway,Damaged,Dawn,Signs,42,67,Male,Valid,No,Intersection,60-70
Uttarakhand,2018,March,Sunday,19:29,Serious,2,Car,5,2,Foggy,State Highway,Damaged,Dawn,Police Checkpost,86,56,Female,Valid,Yes,Bridge,50-60
Uttar Pradesh,2022,November,Friday,12:08,Fatal,2,Truck,3,5,Clear,State Highway,Damaged,Daylight,Police Checkpost,73,54,Female,Expired,Yes,Curve,50-60
Madhya Pradesh,2022,August,Sunday,01:06,Fatal,3,Truck,8,5,Rainy,National Highway,Wet,Dusk,Signals,114,41,Male,Expired,No,Bridge,30-50
Tamil Nadu,2023,January,Monday,09:47,Fatal,5,Car,7,5,Clear,Village Road,Under Construction,Dusk,Police Checkpost,44,21,Female,Expired,No,Intersection,21-30
Chandigarh,2021,March,Friday,09:14,Serious,3,Two-Wheeler,8,1,Foggy,Urban Road,Dry,Dusk,Signals,106,53,Male,Expired,No,Intersection,50-60
Chhattisgarh,2020,August,Sunday,04:02,Serious,4,Bus,8,2,Foggy,State Highway,Dry,Dusk,Signs,74,47,Male,Valid,Yes,Intersection,30-50
Madhya Pradesh,2018,June,Thursday,14:58,Minor,5,Auto-Rickshaw,9,2,Foggy,State Highway,Under Construction,Dawn,Signals,97,55,Female,Valid,No,Straight Road,50-60
Bihar,2018,July,Wednesday,12:55,Serious,5,Car,5,1,Foggy,State Highway,Wet,Dark,Signs,55,67,Male,Valid,Yes,Straight Road,60-70
Tripura,2023,June,Saturday,02:50,Serious,1,Pedestrian,7,4,Rainy,Village Road,Under Construction,Dark,Signals,89,55,Male,Expired,No,Straight Road,50-60
Andhra Pradesh,2020,April,Saturday,11:30,Fatal,5,Bus,5,4,Rainy,Village Road,Wet,Dusk,Police Checkpost,101,26,Female,Valid,Yes,Bridge,21-30
Arunachal Pradesh,2020,July,Wednesday,22:14,Minor,5,Two-Wheeler,2,5,Hazy,National Highway,Dry,Dawn,Police Checkpost,35,29,Male,Valid,No,Curve,21-30
Madhya Pradesh,2020,April,Sunday,02:22,Serious,5,Cycle,10,4,Hazy,State Highway,Under Construction,Daylight,Police Checkpost,58,54,Female,Valid,No,Bridge,50-60
Andhra Pradesh,2023,September,Tuesday,20:07,Fatal,3,Car,2,1,Stormy,National Highway,Wet,Dusk,Signs,91,38,Female,Expired,No,Bridge,30-50
Jharkhand,2022,July,Wednesday,02:03,Serious,4,Auto-Rickshaw,10,3,Rainy,Village Road,Damaged,Dawn,Police Checkpost,87,54,Female,Expired,No,Curve,50-60
Jammu and Kashmir,2018,March,Monday,07:46,Minor,3,Pedestrian,7,3,Foggy,Village Road,Dry,Daylight,Signals,57,70,Female,Expired,No,Intersection,71-80
Haryana,2021,September,Tuesday,19:09,Fatal,4,Truck,8,4,Hazy,Village Road,Under Construction,Dusk,Signals,104,55,Female,Expired,No,Straight Road,50-60
Jammu and Kashmir,2022,July,Wednesday,04:35,Serious,3,Bus,1,1,Hazy,State Highway,Damaged,Dusk,Signals,93,50,Male,Expired,Yes,Curve,50-60
Uttar Pradesh,2021,December,Thursday,06:25,Fatal,3,Pedestrian,7,2,Foggy,State Highway,Wet,Dark,Police Checkpost,51,49,Male,Expired,Yes,Straight Road,30-50
Uttarakhand,2018,December,Monday,16:47,Minor,2,Auto-Rickshaw,9,2,Rainy,National Highway,Dry,Dawn,Police Checkpost,90,19,Female,Expired,No,Curve,18-21
Chandigarh,2021,January,Thursday,06:37,Fatal,3,Truck,3,4,Rainy,Urban Road,Under Construction,Dark,Police Checkpost,117,41,Male,Expired,Yes,Curve,30-50
Haryana,2021,March,Tuesday,14:20,Minor,3,Truck,7,0,Stormy,State Highway,Dry,Dusk,Signs,84,40,Male,Valid,No,Curve,30-50
Manipur,2022,January,Tuesday,10:05,Fatal,5,Auto-Rickshaw,8,0,Hazy,State Highway,Dry,Dusk,Signs,78,58,Female,Valid,Yes,Intersection,50-60
Manipur,2020,August,Sunday,02:36,Serious,3,Cycle,1,5,Foggy,Village Road,Dry,Dusk,Police Checkpost,64,59,Female,Valid,No,Curve,50-60
Tamil Nadu,2019,May,Friday,06:32,Serious,5,Bus,9,4,Stormy,Urban Road,Damaged,Daylight,Signals,55,39,Male,Expired,No,Straight Road,30-50
Chhattisgarh,2021,July,Friday,00:17,Minor,5,Pedestrian,10,0,Foggy,State Highway,Damaged,Dark,Signs,76,70,Female,Expired,No,Straight Road,71-80
Himachal Pradesh,2023,October,Sunday,05:31,Fatal,4,Cycle,5,3,Clear,Urban Road,Under Construction,Dawn,Police Checkpost,42,43,Female,Expired,Yes,Intersection,30-50
Delhi,2021,February,Friday,09:33,Serious,4,Cycle,4,4,Stormy,State Highway,Wet,Dusk,Police Checkpost,36,69,Male,Valid,Yes,Curve,60-70
Punjab,2023,June,Monday,10:40,Serious,4,Truck,5,4,Rainy,National Highway,Dry,Dawn,Police Checkpost,60,67,Male,Valid,No,Curve,60-70
Mizoram,2020,July,Thursday,12:43,Minor,3,Auto-Rickshaw,0,2,Foggy,Urban Road,Damaged,Daylight,Signals,41,62,Male,Valid,Yes,Straight Road,60-70
Andhra Pradesh,2018,December,Thursday,18:18,Serious,5,Cycle,3,2,Stormy,Village Road,Damaged,Dawn,Police Checkpost,58,33,Male,Expired,No,Curve,30-50
Nagaland,2022,July,Thursday,08:45,Serious,1,Car,1,3,Foggy,Urban Road,Wet,Daylight,Signs,93,61,Female,Expired,No,Intersection,60-70
Sikkim,2021,March,Wednesday,00:05,Minor,4,Pedestrian,7,5,Clear,State Highway,Damaged,Dawn,Police Checkpost,87,18,Male,Expired,No,Intersection,18-21
Bihar,2021,August,Sunday,09:25,Minor,4,Cycle,7,1,Clear,National Highway,Wet,Dark,Signals,113,50,Male,Expired,No,Intersection,50-60
Goa,2018,February,Thursday,23:59,Minor,5,Truck,7,0,Rainy,State Highway,Damaged,Daylight,Police Checkpost,116,37,Female,Valid,No,Intersection,30-50
Jharkhand,2019,October,Wednesday,22:16,Minor,1,Cycle,6,5,Rainy,State Highway,Under Construction,Daylight,Signs,74,38,Female,Expired,No,Curve,30-50
Mizoram,2022,August,Monday,19:57,Fatal,3,Auto-Rickshaw,6,2,Clear,National Highway,Under Construction,Dusk,Signs,37,50,Male,Expired,Yes,Bridge,50-60
Rajasthan,2022,June,Thursday,07:52,Minor,5,Bus,8,5,Clear,State Highway,Wet,Dawn,Signals,112,23,Female,Expired,Yes,Straight Road,21-30
Arunachal Pradesh,2020,May,Thursday,17:29,Fatal,1,Auto-Rickshaw,3,1,Foggy,State Highway,Dry,Dusk,Police Checkpost,108,48,Male,Valid,No,Bridge,30-50
Assam,2018,October,Saturday,02:38,Fatal,5,Bus,1,3,Rainy,State Highway,Under Construction,Dusk,Signs,56,38,Female,Valid,Yes,Bridge,30-50
Odisha,2019,August,Saturday,16:58,Serious,4,Car,4,0,Hazy,National Highway,Dry,Dawn,Signals,57,25,Female,Expired,No,Bridge,21-30
Nagaland,2022,November,Monday,11:58,Serious,3,Auto-Rickshaw,1,4,Stormy,National Highway,Under Construction,Dark,Signals,36,21,Male,Expired,Yes,Straight Road,21-30
Haryana,2023,November,Monday,06:32,Minor,3,Pedestrian,0,5,Foggy,Urban Road,Wet,Dark,Signs,106,58,Female,Valid,No,Bridge,50-60
Tamil Nadu,2022,November,Thursday,10:22,Serious,5,Pedestrian,2,4,Stormy,Village Road,Dry,Daylight,Signals,74,44,Female,Expired,No,Bridge,30-50
Gujarat,2022,August,Sunday,13:32,Serious,1,Truck,10,1,Rainy,National Highway,Wet,Dusk,Police Checkpost,83,28,Male,Expired,Yes,Bridge,21-30
Kerala,2022,March,Thursday,04:53,Fatal,3,Two-Wheeler,8,5,Clear,Urban Road,Damaged,Dark,Police Checkpost,46,55,Female,Expired,Yes,Intersection,50-60
Assam,2023,April,Sunday,04:58,Serious,2,Auto-Rickshaw,6,4,Rainy,National Highway,Damaged,Dawn,Signals,104,41,Female,Expired,Yes,Straight Road,30-50
Uttarakhand,2019,December,Thursday,08:29,Fatal,3,Car,8,5,Stormy,Urban Road,Dry,Dawn,Signals,73,38,Female,Expired,Yes,Intersection,30-50
Mizoram,2018,November,Friday,04:30,Minor,4,Bus,9,3,Clear,State Highway,Wet,Dawn,Signs,108,46,Female,Valid,No,Bridge,30-50
Uttarakhand,2021,April,Saturday,15:14,Minor,2,Truck,7,0,Stormy,Village Road,Wet,Dark,Signs,39,21,Female,Valid,Yes,Curve,21-30
Jammu and Kashmir,2021,December,Thursday,08:42,Serious,1,Cycle,2,0,Clear,Village Road,Wet,Dusk,Signals,100,56,Female,Valid,Yes,Bridge,50-60
Manipur,2018,April,Monday,12:17,Serious,1,Pedestrian,10,0,Foggy,State Highway,Damaged,Daylight,Signals,90,48,Male,Expired,No,Intersection,30-50
Delhi,2021,February,Monday,13:20,Serious,2,Truck,0,3,Clear,Village Road,Wet,Dawn,Police Checkpost,72,63,Female,Expired,No,Curve,60-70
Odisha,2021,September,Tuesday,18:17,Fatal,2,Cycle,2,2,Stormy,National Highway,Dry,Dusk,Signs,60,25,Female,Valid,Yes,Bridge,21-30
Himachal Pradesh,2021,April,Thursday,20:00,Serious,1,Truck,6,1,Hazy,National Highway,Dry,Dusk,Police Checkpost,79,67,Male,Expired,Yes,Bridge,60-70
Maharashtra,2020,October,Thursday,08:28,Fatal,3,Truck,1,3,Rainy,National Highway,Dry,Daylight,Signals,63,59,Female,Expired,No,Intersection,50-60
Assam,2021,July,Thursday,19:12,Minor,1,Auto-Rickshaw,4,5,Rainy,Village Road,Damaged,Dawn,Signs,45,32,Male,Valid,Yes,Intersection,30-50
Madhya Pradesh,2023,November,Wednesday,03:54,Minor,4,Pedestrian,2,4,Hazy,National Highway,Damaged,Dawn,Signs,107,51,Male,Valid,Yes,Curve,50-60
Chhattisgarh,2023,September,Sunday,11:27,Fatal,4,Cycle,0,1,Rainy,Urban Road,Wet,Dawn,Signs,77,62,Female,Valid,No,Bridge,60-70
Chandigarh,2023,May,Tuesday,16:59,Minor,4,Two-Wheeler,3,4,Clear,National Highway,Dry,Daylight,Signs,44,25,Female,Valid,Yes,Bridge,21-30
Arunachal Pradesh,2022,August,Tuesday,02:47,Minor,4,Truck,0,3,Foggy,Village Road,Wet,Dawn,Signals,103,27,Female,Valid,Yes,Curve,21-30
Odisha,2021,July,Monday,15:16,Serious,4,Two-Wheeler,9,4,Rainy,National Highway,Dry,Dawn,Signals,43,30,Female,Valid,Yes,Bridge,30-50
Arunachal Pradesh,2021,July,Monday,19:06,Minor,3,Truck,8,4,Foggy,Urban Road,Under Construction,Dark,Signals,105,48,Male,Expired,No,Straight Road,30-50
Nagaland,2023,December,Wednesday,06:41,Minor,2,Bus,6,2,Clear,State Highway,Damaged,Daylight,Signs,43,32,Male,Expired,Yes,Intersection,30-50
Mizoram,2020,January,Friday,20:31,Minor,4,Cycle,1,1,Hazy,Village Road,Wet,Dusk,Signals,43,61,Female,Expired,Yes,Curve,60-70
Andhra Pradesh,2022,December,Sunday,21:42,Fatal,5,Auto-Rickshaw,4,0,Hazy,National Highway,Dry,Dusk,Signs,59,59,Male,Valid,No,Curve,50-60
Bihar,2022,November,Wednesday,20:02,Fatal,4,Auto-Rickshaw,6,2,Hazy,Urban Road,Under Construction,Dark,Signals,61,67,Female,Valid,Yes,Intersection,60-70
Uttar Pradesh,2021,May,Wednesday,09:39,Fatal,4,Truck,3,5,Clear,Village Road,Wet,Dark,Police Checkpost,109,43,Female,Expired,No,Intersection,30-50
Meghalaya,2021,January,Saturday,17:04,Minor,1,Truck,1,0,Rainy,National Highway,Under Construction,Daylight,Police Checkpost,101,41,Male,Valid,No,Intersection,30-50
Punjab,2023,August,Wednesday,13:16,Minor,1,Cycle,10,4,Hazy,National Highway,Dry,Dark,Signals,99,54,Female,Valid,Yes,Intersection,50-60
Haryana,2018,December,Sunday,16:46,Serious,1,Bus,6,1,Rainy,Village Road,Damaged,Dark,Signals,92,18,Male,Expired,No,Bridge,18-21
Chhattisgarh,2018,October,Wednesday,19:31,Serious,2,Bus,8,4,Rainy,State Highway,Dry,Dawn,Signs,31,52,Female,Valid,No,Intersection,50-60
Jammu and Kashmir,2019,August,Saturday,13:29,Minor,1,Truck,5,1,Foggy,State Highway,Wet,Dark,Signs,87,21,Female,Valid,Yes,Bridge,21-30
Odisha,2023,November,Sunday,12:32,Fatal,1,Cycle,7,5,Foggy,Village Road,Under Construction,Dusk,Police Checkpost,46,51,Female,Valid,No,Straight Road,50-60
Jammu and Kashmir,2022,June,Monday,21:24,Serious,1,Bus,2,1,Stormy,Village Road,Damaged,Dawn,Signals,70,25,Female,Valid,Yes,Bridge,21-30
Punjab,2021,June,Sunday,01:06,Minor,5,Car,10,5,Stormy,National Highway,Under Construction,Daylight,Signals,118,26,Female,Expired,Yes,Straight Road,21-30
Odisha,2021,February,Saturday,13:31,Serious,1,Truck,3,0,Rainy,State Highway,Under Construction,Daylight,Police Checkpost,102,58,Female,Valid,No,Straight Road,50-60
Goa,2020,April,Thursday,09:42,Serious,4,Auto-Rickshaw,6,3,Hazy,Urban Road,Under Construction,Dusk,Signs,114,45,Female,Expired,Yes,Straight Road,30-50
West Bengal,2023,January,Thursday,07:57,Fatal,4,Pedestrian,2,4,Foggy,National Highway,Under Construction,Dusk,Signals,88,23,Male,Expired,Yes,Bridge,21-30
Goa,2019,July,Friday,17:47,Serious,5,Truck,5,4,Foggy,National Highway,Wet,Daylight,Signals,75,32,Female,Valid,Yes,Intersection,30-50
West Bengal,2023,September,Friday,09:42,Minor,4,Auto-Rickshaw,10,4,Hazy,Urban Road,Dry,Dark,Police Checkpost,77,32,Female,Expired,Yes,Curve,30-50
Himachal Pradesh,2020,March,Monday,06:27,Minor,2,Cycle,2,3,Clear,Urban Road,Wet,Daylight,Police Checkpost,98,54,Male,Valid,No,Bridge,50-60
Arunachal Pradesh,2022,November,Tuesday,18:17,Serious,4,Cycle,6,0,Stormy,Village Road,Under Construction,Dark,Signals,112,47,Male,Expired,Yes,Curve,30-50
Tripura,2020,January,Monday,05:34,Minor,2,Bus,7,4,Clear,Urban Road,Under Construction,Dusk,Signs,105,60,Female,Expired,Yes,Curve,60-70
Telangana,2019,July,Wednesday,07:58,Fatal,3,Auto-Rickshaw,10,0,Clear,Village Road,Dry,Daylight,Signs,37,44,Male,Valid,No,Curve,30-50
Assam,2020,November,Monday,07:34,Serious,3,Truck,4,2,Clear,National Highway,Damaged,Dark,Police Checkpost,42,25,Female,Expired,Yes,Curve,21-30
Maharashtra,2021,November,Wednesday,07:24,Fatal,4,Cycle,2,4,Clear,National Highway,Under Construction,Dusk,Signals,35,41,Male,Valid,Yes,Intersection,30-50
Jammu and Kashmir,2022,September,Monday,00:48,Fatal,4,Truck,2,5,Foggy,State Highway,Damaged,Dusk,Police Checkpost,54,58,Male,Valid,Yes,Intersection,50-60
Rajasthan,2022,November,Monday,19:50,Minor,4,Truck,3,3,Hazy,Village Road,Damaged,Dark,Signs,54,59,Female,Valid,No,Bridge,50-60
Arunachal Pradesh,2018,November,Friday,13:27,Fatal,5,Truck,8,5,Hazy,Urban Road,Wet,Dawn,Police Checkpost,86,55,Female,Expired,No,Straight Road,50-60
Chandigarh,2019,October,Tuesday,14:20,Serious,4,Two-Wheeler,8,4,Hazy,National Highway,Under Construction,Daylight,Signs,71,33,Male,Valid,No,Curve,30-50
Haryana,2018,April,Friday,04:34,Minor,2,Truck,7,1,Hazy,Urban Road,Under Construction,Daylight,Signs,42,62,Male,Expired,Yes,Straight Road,60-70
Assam,2022,May,Thursday,03:05,Fatal,5,Pedestrian,10,0,Stormy,National Highway,Dry,Dusk,Signs,60,27,Male,Valid,Yes,Intersection,21-30
Chandigarh,2023,July,Monday,23:00,Minor,2,Auto-Rickshaw,7,2,Foggy,State Highway,Damaged,Dark,Police Checkpost,100,22,Male,Expired,No,Straight Road,21-30
Tamil Nadu,2023,April,Friday,21:17,Fatal,3,Car,2,2,Stormy,State Highway,Dry,Dark,Signals,100,63,Female,Valid,Yes,Bridge,60-70
Assam,2022,June,Saturday,21:29,Minor,5,Pedestrian,10,2,Stormy,State Highway,Wet,Dawn,Signs,61,19,Male,Expired,No,Curve,18-21
Andhra Pradesh,2023,October,Tuesday,03:58,Fatal,4,Cycle,0,2,Rainy,Urban Road,Damaged,Dawn,Police Checkpost,35,41,Male,Valid,No,Intersection,30-50
Chhattisgarh,2018,April,Thursday,06:35,Minor,1,Auto-Rickshaw,8,1,Hazy,Urban Road,Under Construction,Dawn,Signals,75,41,Male,Expired,Yes,Straight Road,30-50
Puducherry,2023,October,Thursday,10:36,Minor,2,Pedestrian,8,1,Clear,Urban Road,Dry,Dusk,Police Checkpost,44,51,Male,Valid,Yes,Intersection,50-60
Puducherry,2018,May,Saturday,17:09,Minor,1,Pedestrian,0,1,Rainy,Village Road,Damaged,Dawn,Signals,88,21,Male,Valid,No,Intersection,21-30
Delhi,2018,June,Wednesday,04:48,Fatal,1,Bus,0,0,Stormy,National Highway,Damaged,Dawn,Police Checkpost,100,40,Female,Valid,No,Bridge,30-50
Goa,2023,June,Monday,07:41,Fatal,1,Cycle,4,2,Hazy,Village Road,Wet,Dark,Signs,50,37,Male,Valid,No,Straight Road,30-50
Punjab,2019,October,Sunday,15:23,Minor,2,Pedestrian,3,1,Stormy,Village Road,Dry,Dark,Police Checkpost,80,28,Female,Expired,No,Intersection,21-30
Rajasthan,2023,April,Saturday,12:42,Serious,2,Bus,5,5,Stormy,National Highway,Dry,Daylight,Police Checkpost,46,51,Male,Valid,No,Intersection,50-60
Nagaland,2022,November,Sunday,17:53,Serious,4,Pedestrian,1,5,Hazy,Village Road,Under Construction,Dawn,Signs,38,54,Female,Valid,Yes,Bridge,50-60
Arunachal Pradesh,2023,August,Wednesday,23:40,Serious,1,Pedestrian,0,1,Stormy,National Highway,Wet,Dark,Signs,65,41,Female,Expired,No,Intersection,30-50
Uttarakhand,2022,March,Saturday,10:42,Fatal,1,Bus,4,1,Clear,Village Road,Dry,Dawn,Signals,71,39,Male,Valid,Yes,Intersection,30-50
Jharkhand,2022,October,Monday,22:28,Minor,3,Auto-Rickshaw,2,5,Foggy,National Highway,Under Construction,Dawn,Signals,82,63,Female,Valid,No,Curve,60-70
Maharashtra,2023,January,Monday,09:40,Minor,2,Two-Wheeler,8,0,Clear,National Highway,Under Construction,Dark,Signals,34,59,Female,Valid,Yes,Straight Road,50-60
Uttarakhand,2023,May,Sunday,12:15,Serious,1,Car,3,2,Hazy,Urban Road,Damaged,Daylight,Signs,70,25,Female,Valid,Yes,Bridge,21-30
Rajasthan,2020,November,Thursday,05:17,Serious,5,Auto-Rickshaw,6,1,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,50,35,Male,Expired,No,Curve,30-50
Goa,2021,August,Thursday,12:39,Minor,4,Car,9,4,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,36,57,Male,Valid,Yes,Intersection,50-60
Kerala,2018,July,Sunday,02:55,Fatal,2,Bus,8,1,Rainy,National Highway,Damaged,Dark,Signs,89,61,Female,Valid,No,Intersection,60-70
Odisha,2023,December,Saturday,17:51,Serious,1,Cycle,4,3,Rainy,National Highway,Dry,Dusk,Signs,48,46,Female,Valid,No,Straight Road,30-50
Uttar Pradesh,2019,March,Friday,22:01,Serious,1,Auto-Rickshaw,8,5,Rainy,Village Road,Under Construction,Dawn,Police Checkpost,57,40,Female,Expired,No,Bridge,30-50
Bihar,2023,January,Wednesday,03:17,Fatal,1,Car,7,1,Stormy,National Highway,Damaged,Dusk,Signs,58,67,Female,Expired,No,Curve,60-70
Bihar,2021,March,Thursday,22:33,Fatal,3,Truck,0,1,Rainy,Village Road,Under Construction,Dark,Police Checkpost,91,57,Female,Expired,Yes,Straight Road,50-60
Sikkim,2023,June,Friday,00:05,Minor,3,Two-Wheeler,9,4,Clear,National Highway,Wet,Daylight,Signs,59,26,Male,Expired,Yes,Intersection,21-30
Sikkim,2019,May,Monday,03:24,Serious,4,Two-Wheeler,4,0,Clear,Urban Road,Wet,Daylight,Signs,78,38,Female,Expired,No,Curve,30-50
Puducherry,2021,March,Thursday,08:36,Fatal,4,Bus,3,5,Hazy,Urban Road,Under Construction,Daylight,Police Checkpost,84,49,Male,Expired,Yes,Bridge,30-50
Uttar Pradesh,2021,December,Saturday,05:26,Serious,2,Bus,9,3,Hazy,State Highway,Damaged,Dusk,Police Checkpost,75,52,Female,Expired,No,Curve,50-60
Kerala,2022,February,Wednesday,23:44,Serious,3,Car,6,3,Clear,Village Road,Dry,Daylight,Signals,51,55,Male,Expired,No,Bridge,50-60
Assam,2023,August,Sunday,22:58,Minor,1,Cycle,0,3,Hazy,Village Road,Under Construction,Dawn,Signals,89,34,Female,Valid,Yes,Bridge,30-50
Assam,2019,April,Sunday,07:21,Fatal,1,Bus,3,1,Clear,Urban Road,Damaged,Daylight,Police Checkpost,34,42,Male,Expired,Yes,Straight Road,30-50
Bihar,2018,February,Wednesday,04:55,Serious,4,Pedestrian,2,0,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,119,59,Female,Expired,No,Bridge,50-60
West Bengal,2022,November,Saturday,22:31,Fatal,1,Cycle,7,5,Foggy,National Highway,Dry,Daylight,Signs,111,65,Female,Expired,No,Straight Road,60-70
Kerala,2018,January,Tuesday,05:18,Minor,3,Two-Wheeler,2,3,Stormy,State Highway,Damaged,Dark,Signs,68,26,Female,Valid,No,Straight Road,21-30
